idindikator;IDAktStanovnistva;nAktStanovnistva;mes;god;IDPol;nPol;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
240002090102IND01;3;Незапослена лица;00;2014;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;327;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;2;Женско;RS;РЕПУБЛИКА СРБИЈА;281.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;0;Укупно;RS1;СРБИЈА – СЕВЕР;296.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;1;Мушко;RS1;СРБИЈА – СЕВЕР;164.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;2;Женско;RS1;СРБИЈА – СЕВЕР;131.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;0;Укупно;RS11;Београдски регион;127.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;1;Мушко;RS11;Београдски регион;66.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;2;Женско;RS11;Београдски регион;60.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;0;Укупно;RS12;Регион Војводине;168.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;1;Мушко;RS12;Регион Војводине;98;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;2;Женско;RS12;Регион Војводине;70.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;0;Укупно;RS2;СРБИЈА – ЈУГ;312;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;1;Мушко;RS2;СРБИЈА – ЈУГ;162.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;2;Женско;RS2;СРБИЈА – ЈУГ;149.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;0;Укупно;RS21;Регион Шумадије и Западне Србије;166.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;1;Мушко;RS21;Регион Шумадије и Западне Србије;85.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;2;Женско;RS21;Регион Шумадије и Западне Србије;81.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;0;Укупно;RS22;Регион Јужне и Источне Србије;145.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;1;Мушко;RS22;Регион Јужне и Источне Србије;76.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;2;Женско;RS22;Регион Јужне и Источне Србије;68.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2014;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;3;Незапослена лица;00;2014;1;Мушко;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;3;Незапослена лица;00;2014;2;Женско;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;4;Неактивно становништво;00;2014;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;2931.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;1157.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;2;Женско;RS;РЕПУБЛИКА СРБИЈА;1774.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;0;Укупно;RS1;СРБИЈА – СЕВЕР;1477.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;1;Мушко;RS1;СРБИЈА – СЕВЕР;583.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;2;Женско;RS1;СРБИЈА – СЕВЕР;894.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;0;Укупно;RS11;Београдски регион;688.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;1;Мушко;RS11;Београдски регион;276.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;2;Женско;RS11;Београдски регион;412.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;0;Укупно;RS12;Регион Војводине;789;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;1;Мушко;RS12;Регион Војводине;306.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;2;Женско;RS12;Регион Војводине;482.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;0;Укупно;RS2;СРБИЈА – ЈУГ;1453.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;1;Мушко;RS2;СРБИЈА – ЈУГ;573.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;2;Женско;RS2;СРБИЈА – ЈУГ;879.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;0;Укупно;RS21;Регион Шумадије и Западне Србије;784.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;1;Мушко;RS21;Регион Шумадије и Западне Србије;305.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;2;Женско;RS21;Регион Шумадије и Западне Србије;479.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;0;Укупно;RS22;Регион Јужне и Источне Србије;669.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;1;Мушко;RS22;Регион Јужне и Источне Србије;268.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;2;Женско;RS22;Регион Јужне и Источне Србије;400.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2014;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;4;Неактивно становништво;00;2014;1;Мушко;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;4;Неактивно становништво;00;2014;2;Женско;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;0;Укупно;00;2015;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;6059.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;2922.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;2;Женско;RS;РЕПУБЛИКА СРБИЈА;3137.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;0;Укупно;RS1;СРБИЈА – СЕВЕР;3057.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;1;Мушко;RS1;СРБИЈА – СЕВЕР;1450.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;2;Женско;RS1;СРБИЈА – СЕВЕР;1606.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;0;Укупно;RS11;Београдски регион;1433.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;1;Мушко;RS11;Београдски регион;667.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;2;Женско;RS11;Београдски регион;766;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;0;Укупно;RS12;Регион Војводине;1624.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;1;Мушко;RS12;Регион Војводине;783.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;2;Женско;RS12;Регион Војводине;840.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;0;Укупно;RS2;СРБИЈА – ЈУГ;3002.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;1;Мушко;RS2;СРБИЈА – ЈУГ;1471.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;2;Женско;RS2;СРБИЈА – ЈУГ;1530.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;0;Укупно;RS21;Регион Шумадије и Западне Србије;1693.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;1;Мушко;RS21;Регион Шумадије и Западне Србије;828.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;2;Женско;RS21;Регион Шумадије и Западне Србије;865.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;0;Укупно;RS22;Регион Јужне и Источне Србије;1309;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;1;Мушко;RS22;Регион Јужне и Источне Србије;643.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;2;Женско;RS22;Регион Јужне и Источне Србије;665.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2015;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;0;Укупно;00;2015;1;Мушко;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;0;Укупно;00;2015;2;Женско;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;1;Активно становништво;00;2015;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;3126.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2015;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;1762.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2015;2;Женско;RS;РЕПУБЛИКА СРБИЈА;1363.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2015;0;Укупно;RS1;СРБИЈА – СЕВЕР;1571.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2015;1;Мушко;RS1;СРБИЈА – СЕВЕР;864.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2015;2;Женско;RS1;СРБИЈА – СЕВЕР;706.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2015;0;Укупно;RS11;Београдски регион;752.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
